scene,id,title,artist,videoId,focus,length,license
C1_lounge,c1_lounge-l7iqnw3ia4u,Ultralounge,Kevin MacLeod,L7iqnW3iA4U,5,318,CC BY 4.0
C1_lounge,c1_lounge-6q-ffdlztvm,Hong Kong Midnight,Eric Matyas (Soundimage.org),6Q-FfDlZtvM,4,63,Free with attribution
C1_lounge,c1_lounge-fy7ktglkeom,Midnight Crawlers,Eric Matyas (Soundimage.org),fy7kTGLKeoM,4,63,Free with attribution
C1_lounge,c1_lounge-rj0jwldy0xw,Midnight Mist_LoFi ( Track),Eric Matyas (Soundimage.org),rj0jwLdy0Xw,3,48,Free with attribution
C1_lounge,c1_lounge-oauis-l37ca,Midnight Streets_ ( Track),Eric Matyas (Soundimage.org),oaUis-L37cA,3,56,Free with attribution
C2_cafe,c2_cafe-8dtq21bwvyq,Jazz Brunch,Kevin MacLeod,8DtQ21BWvyQ,5,180,CC BY 4.0
C2_cafe,c2_cafe-wtfovv1bafk,Little Monster’s Cafe / Copyright,MusMus,WTFoVv1BaFk,5,142,Free with attribution (musmus.main.jp)
C2_cafe,c2_cafe-7fsklw3xyn8,Lobby Time,Kevin MacLeod,7FsKlW3xYN8,5,193,CC BY 4.0
C2_cafe,c2_cafe-c7cfpg08_yo,Stable yetl - PIano Jazz,MusMus,C7CFPG08_Yo,5,165,Free with attribution (musmus.main.jp)
C3_speakeasy,c3_speakeasy-l8arj1fxxa4,Bar Street Jam - Chill/Easy,TeknoAXE,L8aRJ1FxXa4,5,277,CC BY 4.0
C3_speakeasy,c3_speakeasy-qwmp_vng-ym,Whiskey on the Mississippi,Kevin MacLeod,qWmP_Vng-YM,4,198,CC BY 4.0
C4_rooftop,c4_rooftop-snz7hvmq74e,Digital Downtown,Eric Matyas (Soundimage.org),Snz7hVmq74E,4,106,Free with attribution
C4_rooftop,c4_rooftop--vo4ax9fm-i,URBAN FLIGHT,MusMus,-VO4ax9FM-I,4,138,Free with attribution (musmus.main.jp)
C5_festival,c5_festival-1_cvfd2jtpa,Tiki Bar Mixer,Kevin MacLeod,1_cvfD2jtpA,4,213,CC BY 4.0
C5_festival,c5_festival--9magnskyd0,Beach Party,Kevin MacLeod,-9mAgnSkYD0,3,180,CC BY 4.0
C6_studio,c6_studio-aim9xzttkfi,Bass Vibes,Kevin MacLeod,Aim9XZttkFI,5,170,CC BY 4.0
C6_studio,c6_studio-tjqwsv4cgge,Cool Vibes,Kevin MacLeod,TjqwSV4CggE,5,219,CC BY 4.0
C6_studio,c6_studio-jcwdxbctu_w,Hat the Jazz,Twin Musicom,JcWDxBCtu_w,4,49,CC BY 4.0
C7_dance,c7_dance-027tcvvj4y0,'s - -A (Chilling on Space Colony 1 The Dance Remix ) Downtempo,TeknoAXE,027TcVVj4Y0,2,262,CC BY 4.0
D1_melancholy,d1_melancholy-h6ydejhm4ey,Bittersweet,Kevin MacLeod,H6ydejhm4EY,5,202,CC BY 4.0
D2_romance,d2_romance-htd1sl4g4o8,Romantic,Kevin MacLeod,HTd1sl4G4O8,5,180,CC BY 4.0
D2_romance,d2_romance-p5qiwdldfs8,Romantic Halloween Theme,Eric Matyas (Soundimage.org),P5QiwdLdFS8,5,101,Free with attribution
D2_romance,d2_romance-ggvrfcooami,Romantic Lands Beckon,Eric Matyas (Soundimage.org),ggVRfCoOamI,5,122,Free with attribution
D3_uplift,d3_uplift-z4dq5qmabn0,'s - Royalty Free Song (Lucid Morning) Thematic Music,TeknoAXE,z4Dq5qMabN0,4,262,CC BY 4.0
D3_uplift,d3_uplift-smcwoajfuw0,Carefree,Kevin MacLeod,sMcWOaJFuw0,4,206,CC BY 4.0
D3_uplift,d3_uplift-axphs1morwo,Carefree Days in Groovyville,Eric Matyas (Soundimage.org),AxPHs1MoRwo,4,109,Free with attribution
D3_uplift,d3_uplift-rbj56gngyb0,気分上々ジャズ,MusMus,rBJ56gnGYB0,4,208,Free with attribution (musmus.main.jp)
D3_uplift,d3_uplift-plqvzi9kfwm,Carefree Days at Pelican Shores,Eric Matyas (Soundimage.org),PlqVzi9kFwM,3,92,Free with attribution
D4_tense,d4_tense-rx9kco_vnsy,'s - (Dead Piano Island) Tension/Suspense/Orchestra,TeknoAXE,rx9KcO_VnSY,4,197,CC BY 4.0
D4_tense,d4_tense-5azmctdbqii,'s - (Reception) Orchestra/Tension/Drama/Suspense,TeknoAXE,5AZMctDbqII,4,226,CC BY 4.0
D4_tense,d4_tense-gtrhdi8iuvs,Spy Glass,Kevin MacLeod,gTrHdi8iuvs,4,226,CC BY 4.0
D4_tense,d4_tense-iyhefenwack,'s - (Boss Battle 1) bpm 120 Suspense/Action/Orchestra,TeknoAXE,IYhEfEnWaCk,2,81,CC BY 4.0
D5_playful,d5_playful-qrqjlopbnyy,Sneaky Snitch,Kevin MacLeod,QrqjLoPbnyY,3,143,CC BY 4.0
D6_elegant,d6_elegant-fogsfh0s5uu,Wallpaper,Kevin MacLeod,fOgsFH0s5uU,5,221,CC BY 4.0
D6_elegant,d6_elegant-im3k4nfdywk,sleepin’ maple syrup jazz,MusMus,Im3K4nFdyWk,5,73,Free with attribution (musmus.main.jp)
D6_elegant,d6_elegant-dzkl4---jhm,George Duff/ /John Martin - 'Belltable Waltz set',Kevin MacLeod,DzKL4---JhM,4,246,CC BY 4.0
D6_elegant,d6_elegant-zbisc7u-2om,Joey's Formal Waltz,Kevin MacLeod,zBisC7u-2OM,4,305,CC BY 4.0
D6_elegant,d6_elegant-otpekonp6us,古き良き日々,MusMus,OtPeKoNp6us,4,203,Free with attribution (musmus.main.jp)
D6_elegant,d6_elegant-3rwrzy2jupa,Light Up delight,MusMus,3rwrZY2JupA,3,138,Free with attribution (musmus.main.jp)
D7_rainy,d7_rainy-5rqc913k3kg,Puddle Jumping,Eric Matyas (Soundimage.org),5Rqc913k3kg,5,138,Free with attribution
D7_rainy,d7_rainy-yanzvd_mgjw,Rainy November -- Background/Jazz/Orchestra,TeknoAXE,yAnzVd_mgjw,5,198,CC BY 4.0
D8_afterhours,d8_afterhours-baykt6yw23m,Mining by Moonlight,Kevin MacLeod,bAYKt6yW23M,5,196,CC BY 4.0
D9_dawn,d9_dawn-3-vz_wi00se,Lightless Dawn,Kevin MacLeod,3-vZ_wi00SE,5,381,CC BY 4.0
D9_dawn,d9_dawn-n9ee7n03ya4,The City Without Dawn,MusMus,N9EE7n03YA4,5,256,Free with attribution (musmus.main.jp)
